task_id,variant,run_id,video,start,end,hoop_config,model,imgsz,confidence,rim_tracker_kind,rim_reseed_every,upward_trigger,history_frames,release_dist_px,approach_dist_px,cooldown_frames,possession_dist_px,occlusion_gap_frames,attempt_to_made_window,enter_zone_radius_factor,horizontal_pad_factor,min_downward_velocity,use_yoloe,use_pose,sam3_cache
113,full_ensemble_26,13,1v1-ddg.mp4,1494.44,1514.95,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
114,full_ensemble_26,14,1v1-ddg.mp4,1604.96,1626.38,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
115,full_ensemble_26,15,1v1-ddg.mp4,1731.29,1756.69,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
116,full_ensemble_26,16,1v1-ddg.mp4,1797.96,1826.1,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
117,full_ensemble_26,17,1v1-ddg.mp4,1841.3,1862.12,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
118,full_ensemble_26,18,1v1-ddg.mp4,1875.16,1898.71,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
119,full_ensemble_26,19,1v1-ddg.mp4,1941.94,1966.68,experiments/demo/hoop_configs/1v1-ddg.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
120,full_ensemble_26,20,1v1-jason.mp4,264.09,292.77,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
121,full_ensemble_26,21,1v1-jason.mp4,294.86,320.64,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
122,full_ensemble_26,22,1v1-jason.mp4,335.18,364.35,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
123,full_ensemble_26,23,1v1-jason.mp4,372.96,398.23,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
124,full_ensemble_26,24,1v1-jason.mp4,546.18,571.73,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
125,full_ensemble_26,25,1v1-jason.mp4,593.46,615.39,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
126,full_ensemble_26,26,1v1-jason.mp4,642.98,664.27,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
127,full_ensemble_26,27,1v1-jason.mp4,745.16,768.9,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
128,full_ensemble_26,28,1v1-jason.mp4,866.24,889.56,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
129,full_ensemble_26,29,1v1-jason.mp4,907.45,933.01,experiments/demo/hoop_configs/1v1-jason.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
130,full_ensemble_26,30,1v1-nasir.mp4,164.32,193.42,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
131,full_ensemble_26,31,1v1-nasir.mp4,538.87,562.79,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
132,full_ensemble_26,32,1v1-nasir.mp4,782.08,809.36,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
133,full_ensemble_26,33,1v1-nasir.mp4,1120.08,1143.56,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
134,full_ensemble_26,34,1v1-nasir.mp4,1379.7,1409.3,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
135,full_ensemble_26,35,1v1-nasir.mp4,1475.73,1498.45,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
136,full_ensemble_26,36,1v1-nasir.mp4,1586.98,1612.62,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
137,full_ensemble_26,37,1v1-nasir.mp4,1685.75,1709.78,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
138,full_ensemble_26,38,1v1-nasir.mp4,1734.99,1755.09,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
139,full_ensemble_26,39,1v1-nasir.mp4,2234.95,2255.7,experiments/demo/hoop_configs/1v1-nasir.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
140,full_ensemble_26,40,1v1-roy.mp4,74.54,102.65,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
141,full_ensemble_26,41,1v1-roy.mp4,104.57,133.83,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
142,full_ensemble_26,42,1v1-roy.mp4,145.84,168.36,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
143,full_ensemble_26,43,1v1-roy.mp4,189.29,210.4,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
144,full_ensemble_26,44,1v1-roy.mp4,225.27,250.59,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
145,full_ensemble_26,45,1v1-roy.mp4,321.39,347.97,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
146,full_ensemble_26,46,1v1-roy.mp4,378.97,406.22,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
147,full_ensemble_26,47,1v1-roy.mp4,413.26,441.68,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
148,full_ensemble_26,48,1v1-roy.mp4,623.65,651.36,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
149,full_ensemble_26,49,1v1-roy.mp4,679.84,707.89,experiments/demo/hoop_configs/1v1-roy.json,yolo26l.pt,960,0.3,flow,90,-10.0,6,60.0,260.0,20,140.0,15,120,2.5,2.0,1.0,1,1,sam3.1
